Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,oranization country,org:group,org:role,organization country,organization involved,product,resource country
1-611506787,Accepted-Wait,Börje,2011/12/27 14:47:10.000,Variant 6,6,Accepted,Low,Wait,se,Org line C,C_1,,,PROD153,Sweden
1-611506787,Completed-Closed,Börje,2012/01/03 10:49:38.000,Variant 6,6,Completed,Low,Closed,se,Org line C,C_1,,,PROD153,Sweden
1-612515539,Accepted-In Progress,Praveen,2011/11/19 20:35:42.000,Variant 24,24,Accepted,High,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-612515539,Queued-Awaiting Assignment,Praveen,2011/11/19 20:37:42.000,Variant 24,24,Queued,High,Awaiting Assignment,se,Org line C,E_10,,,PROD802,Sweden
1-612515539,Queued-Awaiting Assignment,Martin,2011/11/21 08:07:43.000,Variant 24,24,Queued,High,Awaiting Assignment,se,Org line C,C_6,,,PROD802,Sweden
1-613033122,Accepted-In Progress,Roland,2011/11/21 09:34:45.000,Variant 16,16,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-613033122,Accepted-Wait,Roland,2011/11/28 16:12:09.000,Variant 16,16,Accepted,Medium,Wait,se,Org line G4,,,,PROD374,Sweden
1-613033122,Accepted-In Progress,Roland,2011/12/05 20:38:55.000,Variant 16,16,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-613033122,Completed-Closed,Roland,2012/02/08 21:42:42.000,Variant 16,16,Completed,Medium,Closed,se,Org line G4,,,,PROD374,Sweden
1-538297321,Queued-Awaiting Assignment,Joakim,2011/11/21 15:30:28.000,Variant 20,20,Queued,Low,Awaiting Assignment,se,Org line G4,,,,PROD448,Sweden
1-538297321,Accepted-In Progress,Rickard,2011/11/21 15:57:42.000,Variant 20,20,Accepted,Low,In Progress,se,Org line G4,,,,PROD448,Sweden
1-616288482,Accepted-In Progress,Robert,2011/11/24 14:07:54.000,Variant 94,94,Accepted,Medium,In Progress,us,Org line C,E_4,,,PROD348,USA
1-616288482,Accepted-In Progress,Robert,2011/11/24 14:08:48.000,Variant 94,94,Accepted,Medium,In Progress,us,Org line C,E_4,,,PROD348,USA
1-616288482,Accepted-Wait,Robert,2011/11/24 14:16:44.000,Variant 94,94,Accepted,Medium,Wait,us,Org line C,E_4,,,PROD348,USA
1-616288482,Accepted-Assigned,Robert,2011/11/24 14:20:36.000,Variant 94,94,Accepted,Medium,Assigned,us,Org line C,E_4,,,PROD348,USA
1-616409083,Accepted-In Progress,Jonas,2011/11/24 17:30:30.000,Variant 27,27,Accepted,Medium,In Progress,in,Org line C,E_8,,,PROD473,Sweden
1-616409083,Completed-Closed,Jonas,2012/02/15 12:26:06.000,Variant 27,27,Completed,Medium,Closed,in,Org line C,E_8,,,PROD473,Sweden
1-616409083,Accepted-In Progress,Jonas,2012/02/15 15:54:41.000,Variant 27,27,Accepted,Medium,In Progress,in,Org line C,E_8,,,PROD473,Sweden
1-616409083,Completed-Closed,Jonas,2012/02/15 16:12:50.000,Variant 27,27,Completed,Medium,Closed,in,Org line C,E_8,,,PROD473,Sweden
1-616993936,Accepted-In Progress,Ann-Charlotte,2011/11/25 11:23:38.000,Variant 24,24,Accepted,Medium,In Progress,se,Org line C,E_10,,,PROD659,Sweden
1-616993936,Queued-Awaiting Assignment,Ann-Charlotte,2011/11/25 11:28:42.000,Variant 24,24,Queued,Medium,Awaiting Assignment,se,Org line C,E_10,,,PROD659,Sweden
1-616993936,Queued-Awaiting Assignment,Ann-Charlotte,2011/11/25 11:32:07.000,Variant 24,24,Queued,Medium,Awaiting Assignment,se,Org line C,E_10,,,PROD659,Sweden
1-616977258,Accepted-In Progress,Niklas,2011/11/25 12:33:57.000,Variant 9,9,Accepted,Low,In Progress,se,Org line A2,A2_2,,,PROD681,Sweden
1-616977258,Accepted-Assigned,Niklas,2012/01/05 11:31:53.000,Variant 9,9,Accepted,Low,Assigned,se,Org line A2,A2_2,,,PROD681,Sweden
1-616977258,Accepted-In Progress,Niklas,2012/04/23 11:06:44.000,Variant 9,9,Accepted,Low,In Progress,se,Org line A2,A2_2,,,PROD681,Sweden
1-616977258,Completed-Closed,Niklas,2012/04/23 11:07:42.000,Variant 9,9,Completed,Low,Closed,se,Org line A2,A2_2,,,PROD681,Sweden
1-617049384,Accepted-In Progress,Vesa,2011/11/25 15:08:25.000,Variant 1,1,Accepted,High,In Progress,se,Org line C,C_6,,,PROD805,Sweden
1-617049384,Completed-Closed,Vesa,2012/01/23 10:11:18.000,Variant 1,1,Completed,High,Closed,se,Org line C,C_6,,,PROD805,Sweden
1-617084616,Accepted-In Progress,Roland,2011/11/25 16:02:27.000,Variant 6,6,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-617084616,Accepted-Wait,Roland,2011/12/05 08:23:00.000,Variant 6,6,Accepted,Medium,Wait,se,Org line G4,,,,PROD374,Sweden
1-617084616,Completed-Closed,Roland,2012/02/08 21:55:10.000,Variant 6,6,Completed,Medium,Closed,se,Org line G4,,,,PROD374,Sweden
1-617356985,Accepted-In Progress,Robert,2011/11/28 09:22:46.000,Variant 95,95,Accepted,Medium,In Progress,us,Org line C,E_4,,,PROD793,USA
1-617356985,Completed-Closed,Robert,2011/11/29 09:48:55.000,Variant 95,95,Completed,Medium,Closed,us,Org line C,E_4,,,PROD793,USA
1-617356985,Accepted-In Progress,Robert,2012/02/08 02:42:36.000,Variant 95,95,Accepted,Medium,In Progress,us,Org line C,E_4,,,PROD793,USA
1-617356985,Accepted-Wait,Robert,2012/02/08 03:04:57.000,Variant 95,95,Accepted,Medium,Wait,us,Org line C,E_4,,,PROD793,USA
1-617356985,Queued-Awaiting Assignment,Robert,2012/03/07 12:54:59.000,Variant 95,95,Queued,Medium,Awaiting Assignment,us,Org line C,E_4,,,PROD793,USA
1-617696569,Accepted-In Progress,Freddy,2011/11/29 04:12:33.000,Variant 96,96,Accepted,Medium,In Progress,in,Org line C,E_4,,,PROD325,INDIA
1-617696569,Completed-Closed,Freddy,2011/12/19 04:43:18.000,Variant 96,96,Completed,Medium,Closed,in,Org line C,E_4,,,PROD325,INDIA
1-617696569,Accepted-In Progress,Freddy,2012/01/18 12:05:10.000,Variant 96,96,Accepted,Medium,In Progress,in,Org line C,E_4,,,PROD325,INDIA
1-617696569,Completed-Closed,Freddy,2012/01/18 12:07:06.000,Variant 96,96,Completed,Medium,Closed,in,Org line C,E_4,,,PROD325,INDIA
1-617696569,Accepted-In Progress,Freddy,2012/02/14 09:15:07.000,Variant 96,96,Accepted,Medium,In Progress,in,Org line C,E_4,,,PROD325,INDIA
1-617696569,Completed-Closed,Freddy,2012/02/14 09:15:35.000,Variant 96,96,Completed,Medium,Closed,in,Org line C,E_4,,,PROD325,INDIA
1-618041243,Accepted-In Progress,Britt,2011/11/30 04:43:31.000,Variant 18,18,Accepted,High,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-618041243,Queued-Awaiting Assignment,Britt,2011/11/30 08:37:56.000,Variant 18,18,Queued,High,Awaiting Assignment,se,Org line A2,A2_1,,,PROD350,Sweden
1-618041243,Accepted-In Progress,Britt,2011/12/12 12:48:59.000,Variant 18,18,Accepted,High,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-618041243,Accepted-Wait,Britt,2011/12/12 14:52:54.000,Variant 18,18,Accepted,High,Wait,se,Org line A2,A2_1,,,PROD350,Sweden
1-618041243,Completed-Closed,Britt,2012/01/19 16:18:51.000,Variant 18,18,Completed,High,Closed,se,Org line A2,A2_1,,,PROD350,Sweden
1-618116069,Accepted-In Progress,Britt,2011/11/30 07:54:16.000,Variant 18,18,Accepted,Medium,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-618116069,Queued-Awaiting Assignment,Britt,2011/11/30 08:14:54.000,Variant 18,18,Queued,Medium,Awaiting Assignment,se,Org line A2,A2_1,,,PROD350,Sweden
1-618116069,Accepted-In Progress,Britt,2011/12/12 14:51:59.000,Variant 18,18,Accepted,Medium,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-618116069,Accepted-Wait,Britt,2011/12/12 14:52:05.000,Variant 18,18,Accepted,Medium,Wait,se,Org line A2,A2_1,,,PROD350,Sweden
1-618116069,Completed-Closed,Britt,2012/01/19 16:30:17.000,Variant 18,18,Completed,Medium,Closed,se,Org line A2,A2_1,,,PROD350,Sweden
1-618589528,Accepted-In Progress,Ian,2011/12/01 15:52:56.000,Variant 17,17,Accepted,High,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-618589528,Accepted-Assigned,Ian,2011/12/01 15:54:50.000,Variant 17,17,Accepted,High,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-618589528,Accepted-In Progress,Ian,2011/12/06 16:05:32.000,Variant 17,17,Accepted,High,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-619067777,Accepted-In Progress,Britt,2011/12/02 10:46:41.000,Variant 25,25,Accepted,Low,In Progress,cn,Org line A2,A2_1,,,PROD350,Sweden
1-619067777,Queued-Awaiting Assignment,Britt,2011/12/02 10:47:20.000,Variant 25,25,Queued,Low,Awaiting Assignment,cn,Org line A2,A2_1,,,PROD350,Sweden
1-619067777,Accepted-In Progress,Britt,2011/12/12 14:52:12.000,Variant 25,25,Accepted,Low,In Progress,cn,Org line A2,A2_1,,,PROD350,Sweden
1-619067777,Accepted-Wait,Britt,2011/12/12 14:52:18.000,Variant 25,25,Accepted,Low,Wait,cn,Org line A2,A2_1,,,PROD350,Sweden
1-619146141,Queued-Awaiting Assignment,Olivier,2011/12/02 13:57:32.000,Variant 7,7,Queued,Medium,Awaiting Assignment,fr,Org line C,C_6,,,PROD13,France
1-619254483,Accepted-In Progress,Maria,2011/12/02 15:37:58.000,Variant 1,1,Accepted,High,In Progress,se,Org line A2,A2_4,,,PROD591,Sweden
1-619254483,Completed-Closed,Maria,2012/01/10 10:11:14.000,Variant 1,1,Completed,High,Closed,se,Org line A2,A2_4,,,PROD591,Sweden
1-619699161,Accepted-In Progress,Viktoria,2011/12/05 13:01:36.000,Variant 98,98,Accepted,High,In Progress,se,Org line A2,A2_3,,,PROD231,Sweden
1-619699161,Queued-Awaiting Assignment,Viktoria,2011/12/05 13:13:30.000,Variant 98,98,Queued,High,Awaiting Assignment,se,Org line A2,A2_3,,,PROD231,Sweden
1-619699161,Accepted-In Progress,Kristina,2011/12/06 08:28:52.000,Variant 98,98,Accepted,High,In Progress,se,Org line A2,A2_3,,,PROD231,Sweden
1-619699161,Completed-Closed,Kristina,2011/12/06 09:41:47.000,Variant 98,98,Completed,High,Closed,se,Org line A2,A2_3,,,PROD231,Sweden
1-619699161,Accepted-Assigned,David,2012/01/30 13:40:16.000,Variant 98,98,Accepted,High,Assigned,se,Org line G4,,,,PROD231,Sweden
1-619699161,Accepted-In Progress,David,2012/02/01 20:50:03.000,Variant 98,98,Accepted,High,In Progress,se,Org line G4,,,,PROD231,Sweden
1-619699161,Completed-Closed,David,2012/02/01 20:51:19.000,Variant 98,98,Completed,High,Closed,se,Org line G4,,,,PROD231,Sweden
1-620015297,Accepted-In Progress,Rickard,2011/12/06 07:51:12.000,Variant 1,1,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-620015297,Completed-Closed,Rickard,2012/02/08 14:12:13.000,Variant 1,1,Completed,Medium,Closed,se,Org line G4,,,,PROD374,Sweden
1-619109941,Queued-Awaiting Assignment,Robert,2011/12/06 11:35:01.000,Variant 97,97,Queued,High,Awaiting Assignment,se,Org line C,E_4,,,PROD436,USA
1-619109941,Accepted-In Progress,Praveen,2011/12/06 12:50:12.000,Variant 97,97,Accepted,High,In Progress,se,Org line C,E_10,,,PROD436,Sweden
1-619109941,Queued-Awaiting Assignment,Martin,2011/12/06 12:56:00.000,Variant 97,97,Queued,High,Awaiting Assignment,se,Org line C,C_6,,,PROD436,Sweden
1-619109941,Queued-Awaiting Assignment,Martin,2012/01/30 14:13:13.000,Variant 97,97,Queued,High,Awaiting Assignment,se,Org line C,C_6,,,PROD436,Sweden
1-619109941,Queued-Awaiting Assignment,Martin,2012/01/30 14:13:51.000,Variant 97,97,Queued,High,Awaiting Assignment,se,Org line C,C_6,,,PROD436,Sweden
1-619109941,Queued-Awaiting Assignment,Martin,2012/01/30 14:17:46.000,Variant 97,97,Queued,High,Awaiting Assignment,se,Org line C,C_6,,,PROD436,Sweden
1-619109941,Accepted-In Progress,Pascal,2012/01/30 14:31:28.000,Variant 97,97,Accepted,High,In Progress,se,Org line C,C_6,,,PROD436,Sweden
1-620432583,Accepted-In Progress,Britt,2011/12/07 05:38:29.000,Variant 43,43,Accepted,High,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-620432583,Queued-Awaiting Assignment,Britt,2011/12/07 05:39:00.000,Variant 43,43,Queued,High,Awaiting Assignment,se,Org line A2,A2_1,,,PROD350,Sweden
1-620432583,Accepted-In Progress,Britt,2011/12/12 14:51:36.000,Variant 43,43,Accepted,High,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-620432583,Accepted-Wait,Britt,2011/12/12 14:51:48.000,Variant 43,43,Accepted,High,Wait,se,Org line A2,A2_1,,,PROD350,Sweden
1-620432583,Accepted-In Progress,Britt,2012/01/19 15:53:52.000,Variant 43,43,Accepted,High,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-620432583,Completed-Closed,Britt,2012/01/19 16:05:09.000,Variant 43,43,Completed,High,Closed,se,Org line A2,A2_1,,,PROD350,Sweden
1-620483711,Accepted-In Progress,Praveen,2011/12/07 09:12:52.000,Variant 46,46,Accepted,Medium,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-620483711,Queued-Awaiting Assignment,Praveen,2011/12/07 09:27:06.000,Variant 46,46,Queued,Medium,Awaiting Assignment,se,Org line C,E_10,,,PROD802,Sweden
1-620483711,Queued-Awaiting Assignment,Martin,2011/12/08 08:57:49.000,Variant 46,46,Queued,Medium,Awaiting Assignment,se,Org line C,C_6,,,PROD802,Sweden
1-620483711,Accepted-In Progress,Martin,2011/12/14 12:58:14.000,Variant 46,46,Accepted,Medium,In Progress,se,Org line C,C_6,,,PROD802,Sweden
1-620925267,Accepted-In Progress,Ian,2011/12/08 11:10:07.000,Variant 17,17,Accepted,High,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-620925267,Accepted-Assigned,Ian,2011/12/08 11:19:05.000,Variant 17,17,Accepted,High,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-620925267,Accepted-In Progress,Ian,2011/12/13 12:56:25.000,Variant 17,17,Accepted,High,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-621039603,Accepted-In Progress,Ewa,2011/12/08 12:59:55.000,Variant 1,1,Accepted,Medium,In Progress,us,Org line G3,,,,PROD98,POLAND
1-621039603,Completed-Closed,Ewa,2012/01/04 16:43:32.000,Variant 1,1,Completed,Medium,Closed,us,Org line G3,,,,PROD98,POLAND
1-621322866,Accepted-In Progress,Mikael,2011/12/09 08:13:39.000,Variant 1,1,Accepted,Medium,In Progress,se,Org line C,C_6,,,PROD154,Sweden
1-621322866,Completed-Closed,Mikael,2012/01/17 14:00:57.000,Variant 1,1,Completed,Medium,Closed,se,Org line C,C_6,,,PROD154,Sweden
1-621311061,Accepted-In Progress,Bikshamaiah,2011/12/09 08:18:16.000,Variant 99,99,Accepted,Medium,In Progress,in,Org line D,D_2,,,PROD597,Sweden
1-621311061,Completed-Closed,Bikshamaiah,2011/12/09 08:22:15.000,Variant 99,99,Completed,Medium,Closed,in,Org line D,D_2,,,PROD597,Sweden
1-621311061,Accepted-In Progress,Bikshamaiah,2011/12/12 11:34:36.000,Variant 99,99,Accepted,Medium,In Progress,in,Org line D,D_2,,,PROD597,Sweden
1-621311061,Accepted-In Progress,Bikshamaiah,2011/12/12 11:38:44.000,Variant 99,99,Accepted,Medium,In Progress,in,Org line D,D_2,,,PROD597,Sweden
1-621311061,Completed-Closed,Bikshamaiah,2011/12/21 12:01:07.000,Variant 99,99,Completed,Medium,Closed,in,Org line D,D_2,,,PROD597,Sweden
1-621311061,Accepted-In Progress,Bikshamaiah,2012/01/06 11:08:42.000,Variant 99,99,Accepted,Medium,In Progress,in,Org line C,E_8,,,PROD597,Sweden
1-621311061,Completed-Closed,Bikshamaiah,2012/01/06 11:09:47.000,Variant 99,99,Completed,Medium,Closed,in,Org line C,E_8,,,PROD597,Sweden
1-621311061,Accepted-In Progress,Bikshamaiah,2012/01/06 13:35:53.000,Variant 99,99,Accepted,Medium,In Progress,in,Org line C,E_8,,,PROD597,Sweden
1-621311061,Completed-Closed,Bikshamaiah,2012/02/17 10:12:40.000,Variant 99,99,Completed,Medium,Closed,in,Org line C,E_8,,,PROD597,Sweden
1-621393223,Accepted-In Progress,Peter,2011/12/09 11:38:35.000,Variant 100,100,Accepted,Medium,In Progress,br,Org line C,E_1,,,PROD745,Belgium
1-621393223,Queued-Awaiting Assignment,Peter,2011/12/09 12:33:04.000,Variant 100,100,Queued,Medium,Awaiting Assignment,br,Org line C,E_1,,,PROD745,Belgium
1-621393223,Queued-Awaiting Assignment,Peter,2011/12/09 12:44:12.000,Variant 100,100,Queued,Medium,Awaiting Assignment,br,Org line C,C_1,,,PROD745,Belgium
1-621393223,Accepted-Assigned,Marie,2011/12/09 13:31:39.000,Variant 100,100,Accepted,Medium,Assigned,br,Org line C,C_1,,,PROD745,Sweden
1-621393223,Accepted-In Progress,Thiago,2012/04/20 17:34:45.000,Variant 100,100,Accepted,Medium,In Progress,br,Org line B,E_6,,,PROD745,Brazil
1-621393223,Completed-Closed,Thiago,2012/04/20 17:34:51.000,Variant 100,100,Completed,Medium,Closed,br,Org line B,E_6,,,PROD745,Brazil
1-622295317,Accepted-In Progress,Frederic,2011/12/12 15:33:32.000,Variant 6,6,Accepted,Medium,In Progress,fr,Org line A2,A2_2,,,PROD631,France
1-622295317,Accepted-Wait,Frederic,2012/03/02 11:22:18.000,Variant 6,6,Accepted,Medium,Wait,fr,Org line A2,A2_2,,,PROD631,France
1-622295317,Completed-Closed,Frederic,2012/03/22 15:45:50.000,Variant 6,6,Completed,Medium,Closed,fr,Org line A2,A2_2,,,PROD631,France
1-622618613,Accepted-In Progress,Britt,2011/12/13 04:07:15.000,Variant 18,18,Accepted,Low,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-622618613,Queued-Awaiting Assignment,Britt,2011/12/13 04:07:39.000,Variant 18,18,Queued,Low,Awaiting Assignment,se,Org line A2,A2_1,,,PROD350,Sweden
1-622618613,Accepted-In Progress,Britt,2011/12/13 07:11:12.000,Variant 18,18,Accepted,Low,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-622618613,Accepted-Wait,Britt,2011/12/13 07:11:20.000,Variant 18,18,Accepted,Low,Wait,se,Org line A2,A2_1,,,PROD350,Sweden
1-622618613,Completed-Closed,Britt,2012/01/19 16:38:31.000,Variant 18,18,Completed,Low,Closed,se,Org line A2,A2_1,,,PROD350,Sweden
1-622652886,Accepted-In Progress,Bikshamaiah,2011/12/13 09:52:25.000,Variant 1,1,Accepted,Low,In Progress,in,Org line C,E_8,,,PROD597,Sweden
1-622652886,Completed-Closed,Bikshamaiah,2012/04/30 17:41:11.000,Variant 1,1,Completed,Low,Closed,in,Org line C,E_8,,,PROD597,Sweden
1-622783644,Accepted-In Progress,Sameer,2011/12/13 10:19:11.000,Variant 16,16,Accepted,Low,In Progress,in,Org line C,E_4,,,PROD436,INDIA
1-622783644,Accepted-Wait,Sameer,2011/12/26 13:32:16.000,Variant 16,16,Accepted,Low,Wait,in,Org line C,E_4,,,PROD436,INDIA
1-622783644,Accepted-In Progress,Sameer,2012/05/18 09:01:25.000,Variant 16,16,Accepted,Low,In Progress,in,Org line C,E_4,,,PROD436,INDIA
1-622783644,Completed-Closed,Sameer,2012/05/18 09:02:02.000,Variant 16,16,Completed,Low,Closed,in,Org line C,E_4,,,PROD436,INDIA
1-622856843,Accepted-In Progress,Michel,2011/12/13 11:27:52.000,Variant 1,1,Accepted,High,In Progress,fr,Org line C,,,,PROD424,France
1-622856843,Completed-Closed,Michel,2012/01/24 09:29:10.000,Variant 1,1,Completed,High,Closed,fr,Org line C,,,,PROD424,France
1-622940906,Accepted-In Progress,Tomas,2011/12/13 13:52:14.000,Variant 14,14,Accepted,High,In Progress,cn,Org line A2,A2_2,,,PROD753,Sweden
1-622940906,Accepted-In Progress,Tomas,2012/01/13 10:07:55.000,Variant 14,14,Accepted,High,In Progress,cn,Org line A2,A2_2,,,PROD753,Sweden
1-622940906,Completed-Closed,Tomas,2012/01/17 11:10:00.000,Variant 14,14,Completed,High,Closed,cn,Org line A2,A2_2,,,PROD753,Sweden
1-622847448,Accepted-In Progress,Venkata,2011/12/13 15:36:57.000,Variant 3,3,Accepted,Medium,In Progress,se,Org line A2,A2_4,,,PROD337,Sweden
1-622847448,Accepted-Assigned,Venkata,2012/03/13 14:23:34.000,Variant 3,3,Accepted,Medium,Assigned,se,Org line A2,A2_4,,,PROD337,Sweden
1-623873811,Accepted-In Progress,Rakesh,2011/12/14 16:16:05.000,Variant 18,18,Accepted,High,In Progress,us,Org line C,E_10,,,PROD408,Sweden
1-623873811,Queued-Awaiting Assignment,Rakesh,2011/12/14 16:16:44.000,Variant 18,18,Queued,High,Awaiting Assignment,us,Org line C,E_10,,,PROD408,Sweden
1-623873811,Accepted-In Progress,Kymaria,2012/01/25 16:21:33.000,Variant 18,18,Accepted,High,In Progress,us,Org line C,V3_3,,,PROD408,USA
1-623873811,Accepted-Wait,Kymaria,2012/01/25 16:23:52.000,Variant 18,18,Accepted,High,Wait,us,Org line C,V3_3,,,PROD408,USA
1-623873811,Completed-Closed,Kymaria,2012/02/17 17:02:19.000,Variant 18,18,Completed,High,Closed,us,Org line C,V3_3,,,PROD408,USA
1-624219528,Accepted-In Progress,Rickard,2011/12/15 10:55:26.000,Variant 1,1,Accepted,Low,In Progress,se,Org line G4,,,,PROD374,Sweden
1-624219528,Completed-Closed,Rickard,2012/03/27 11:36:54.000,Variant 1,1,Completed,Low,Closed,se,Org line G4,,,,PROD374,Sweden
1-624450715,Accepted-In Progress,Mikael,2011/12/15 15:23:36.000,Variant 6,6,Accepted,High,In Progress,se,Org line C,E_6,,,PROD148,Sweden
1-624450715,Accepted-Wait,Mikael,2011/12/15 15:23:45.000,Variant 6,6,Accepted,High,Wait,se,Org line C,E_6,,,PROD148,Sweden
1-624450715,Completed-Closed,Mikael,2012/03/30 14:07:57.000,Variant 6,6,Completed,High,Closed,se,Org line C,E_6,,,PROD148,Sweden
1-624745314,Accepted-In Progress,Rickard,2011/12/16 09:51:26.000,Variant 1,1,Accepted,High,In Progress,se,Org line G4,,,,PROD374,Sweden
1-624745314,Completed-Closed,Rickard,2012/02/08 14:15:41.000,Variant 1,1,Completed,High,Closed,se,Org line G4,,,,PROD374,Sweden
1-625322174,Accepted-In Progress,Olivier,2011/12/17 12:18:28.000,Variant 5,5,Accepted,Major,In Progress,fr,Org line C,C_6,,,PROD793,France
1-625322174,Queued-Awaiting Assignment,Olivier,2011/12/17 12:19:36.000,Variant 5,5,Queued,Major,Awaiting Assignment,fr,Org line C,C_6,,,PROD793,France
1-625459293,Accepted-In Progress,Britt,2011/12/19 03:13:32.000,Variant 18,18,Accepted,Low,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-625459293,Queued-Awaiting Assignment,Britt,2011/12/19 03:14:22.000,Variant 18,18,Queued,Low,Awaiting Assignment,se,Org line A2,A2_1,,,PROD350,Sweden
1-625459293,Accepted-In Progress,Britt,2012/01/05 14:08:46.000,Variant 18,18,Accepted,Low,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-625459293,Accepted-Wait,Britt,2012/01/05 14:25:39.000,Variant 18,18,Accepted,Low,Wait,se,Org line A2,A2_1,,,PROD350,Sweden
1-625459293,Completed-Closed,Britt,2012/01/19 16:33:55.000,Variant 18,18,Completed,Low,Closed,se,Org line A2,A2_1,,,PROD350,Sweden
1-626515794,Accepted-In Progress,Ian,2011/12/20 14:07:40.000,Variant 29,29,Accepted,High,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-626515794,Accepted-Assigned,Ian,2011/12/20 14:26:59.000,Variant 29,29,Accepted,High,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
